"Topic#","Topic","Class","Concept ID","Type","Simulatable","Diamond (high-impact aha)","Targets misconception","Description (what the sim teaches)","Requires (prerequisites)","Required-by (unlocks)","Notes","Built in repo?"
"16","Gravitation","Class 11","field_potential_relation","atomic","—","","","`E = -dV/dr` (1D) or `E = -∇V` (3D); the ""shortest descent of V"" geometric reading","[gravitational_field_strength, gravitational_potential, partial_differentiation_math]","[problem_solving_field_potential]","`E = -dV/dr` (1D) or `E = -∇V` (3D); the ""shortest descent of V"" geometric reading",""
"16","Gravitation","Class 11","gravitational_PE_general","atomic","Yes","","","`U(r) = -Gm₁m₂/r` between two point masses; reference U(∞) = 0","[gravitational_potential, newton_law_of_gravitation]","[escape_velocity, total_energy_orbiting_satellite, binding_energy]","`U(r) = -Gm₁m₂/r` between two point masses; reference U(∞) = 0",""
"16","Gravitation","Class 11","gravitational_PE_constant_g_limit","nano","Yes","","","`ΔU = mgh` recovered as h<<R limit of full form","[gravitational_PE_general, acceleration_due_to_gravity]","[gravitational_PE_general]","`ΔU = mgh` recovered as h<<R limit of full form",""
"16","Gravitation","Class 11","gravitational_PE_n_particle_system","nano","Yes","","","Sum over `N(N-1)/2` pairs; HCV1 Example 11.2","[gravitational_PE_general]","[gravitational_PE_general]","Sum over `N(N-1)/2` pairs; HCV1 Example 11.2",""
"16","Gravitation","Class 11","binding_energy","atomic","Yes","","","`BE = |U| - KE`; energy needed to take object to infinity at rest","[gravitational_PE_general, kinetic_energy_atomic_from_T13]","[escape_velocity]","`BE = |U| - KE`; energy needed to take object to infinity at rest",""
"16","Gravitation","Class 11","keplers_three_laws","atomic","Yes","","","Historical Tycho-Brahe-Kepler observational basis; predates Newton","[newton_law_of_gravitation, conservation_of_angular_momentum_from_T11]","[time_period_satellite, orbital_velocity]","Historical Tycho-Brahe-Kepler observational basis; predates Newton",""
"16","Gravitation","Class 11","law_of_orbits_ellipse","nano","Yes","","","Planets in ellipses with Sun at one focus","[keplers_three_laws]","[keplers_three_laws]","Planets in ellipses with Sun at one focus",""
"16","Gravitation","Class 11","law_of_areas_constant_areal_velocity","nano","Yes","","","`dA/dt = L/2m` constant → follows from central-force angular momentum conservation","[keplers_three_laws, conservation_of_angular_momentum]","[keplers_three_laws]","`dA/dt = L/2m` constant → follows from central-force angular momentum conservation",""
"16","Gravitation","Class 11","law_of_periods_T_squared_R_cubed","nano","Yes","","","`T² ∝ a³`; NCERT Table 1 has 9-planet data (Mercury to Pluto) confirming","[keplers_three_laws]","[keplers_three_laws]","`T² ∝ a³`; NCERT Table 1 has 9-planet data (Mercury to Pluto) confirming",""
"16","Gravitation","Class 11","central_force_implies_planar_orbit","nano","—","","","NCERT §8.2 ""Central Forces"" inset box; angular momentum conservation → motion confined to plane","[keplers_three_laws, conservation_of_angular_momentum]","[keplers_three_laws]","NCERT §8.2 ""Central Forces"" inset box; angular momentum conservation → motion confined to plane",""
"16","Gravitation","Class 11","orbital_velocity","atomic","Yes","","","`v = √(GM/(R+h))`; at low altitude v = √(gR) ≈ 7.9 km/s","[acceleration_due_to_gravity, variation_of_g_height, centripetal_force_from_T10]","[time_period_satellite, total_energy_orbiting_satellite, geostationary_satellite]","`v = √(GM/(R+h))`; at low altitude v = √(gR) ≈ 7.9 km/s",""
"16","Gravitation","Class 11","time_period_satellite","atomic","Yes","","","`T = 2π(R+h)^(3/2)/√(GM)`; Kepler's 3rd law for satellites","[orbital_velocity, keplers_three_laws]","[geostationary_satellite, polar_satellite]","`T = 2π(R+h)^(3/2)/√(GM)`; Kepler's 3rd law for satellites",""
"16","Gravitation","Class 11","escape_velocity","atomic","Yes","","","`v_e = √(2GM/R) = √(2gR) ≈ 11.2 km/s` from Earth's surface; 2.3 km/s from Moon","[gravitational_PE_general, kinetic_energy_atomic_from_T13, energy_conservation_from_T13]","—","`v_e = √(2GM/R) = √(2gR) ≈ 11.2 km/s` from Earth's surface; 2.3 km/s from Moon",""
"16","Gravitation","Class 11","why_moon_has_no_atmosphere","nano","—","","","Moon's low v_e (2.3 km/s) < typical gas-molecule thermal speed → atmosphere escapes","[escape_velocity]","[escape_velocity]","Moon's low v_e (2.3 km/s) < typical gas-molecule thermal speed → atmosphere escapes",""
"16","Gravitation","Class 11","total_energy_orbiting_satellite","atomic","Yes","","","`E = -GMm/(2(R+h))`; KE = -E (positive), PE = 2E (negative); total negative → bound orbit","[gravitational_PE_general, kinetic_energy_atomic_from_T13, orbital_velocity]","[orbit_change_energy_problems]","`E = -GMm/(2(R+h))`; KE = -E (positive), PE = 2E (negative); total negative → bound orbit",""
"16","Gravitation","Class 11","bound_vs_unbound_orbit_sign","nano","—","","","E<0 elliptical/circular bound; E=0 parabolic escape; E>0 hyperbolic escape","[total_energy_orbiting_satellite]","[total_energy_orbiting_satellite]","E<0 elliptical/circular bound; E=0 parabolic escape; E>0 hyperbolic escape",""
"16","Gravitation","Class 11","geostationary_satellite","atomic","Yes","","","T = 24 hr → h ≈ 35,800 km; equatorial orbit only; INSAT series.","[time_period_satellite]","—","T = 24 hr → h ≈ 35,800 km; equatorial orbit only; INSAT series.",""
"16","Gravitation","Class 11","polar_satellite","atomic","Yes","","","h ≈ 500-800 km; T ≈ 100 min; north-south orbit; IRS series for remote sensing","[time_period_satellite]","—","h ≈ 500-800 km; T ≈ 100 min; north-south orbit; IRS series for remote sensing",""
"16","Gravitation","Class 11","weightlessness_in_orbit","atomic","Yes","","","Astronaut + satellite both accelerate at g_local → spring balance reads 0; not absence of gravity, absence of *normal force*","[total_energy_orbiting_satellite, free_fall_concept_from_T6]","—","Astronaut + satellite both accelerate at g_local → spring balance reads 0; not absence of gravity, absence of *normal force*",""
"16","Gravitation","Class 11","spring_balance_in_free_fall_thought_experiment","nano","Yes","","","NCERT §8.12 elevator-cable-cut thought experiment","[weightlessness_in_orbit]","[weightlessness_in_orbit]","NCERT §8.12 elevator-cable-cut thought experiment",""
"16","Gravitation","Class 11","gravity_is_conservative_force","atomic","—","","","Path-independence enables potential / PE definition; cited explicitly in NCERT §8.7, HCV1 §11.3","[conservative_force_definition_from_T13]","[gravitational_potential, gravitational_PE_general, total_energy_orbiting_satellite]","Path-independence enables potential / PE definition; cited explicitly in NCERT §8.7, HCV1 §11.3",""
"16","Gravitation","Class 11","gravity_is_central_force","atomic","—","","","Force along line of centres → angular momentum conserved → Kepler law of areas","[newton_law_of_gravitation]","[keplers_three_laws, central_force_implies_planar_orbit]","Force along line of centres → angular momentum conserved → Kepler law of areas",""
"16","Gravitation","Class 11","neutral_point_between_two_masses","atomic","Yes","","","DCM2 problem class; NCERT Example 8.4 (two spheres M and 4M at 6R separation → neutral point at 2R from M)","[newton_law_of_gravitation]","—","DCM2 problem class; NCERT Example 8.4 (two spheres M and 4M at 6R separation → neutral point at 2R from M)",""
"16","Gravitation","Class 11","net_force_at_centre_of_symmetric_polygon","atomic","Yes","","","Net force = 0 by symmetry when all vertex masses equal; ≠ 0 if symmetry broken (DCM2 Examples 13.3/13.4)","[newton_law_of_gravitation, vector_resolution]","—","Net force = 0 by symmetry when all vertex masses equal; ≠ 0 if symmetry broken (DCM2 Examples 13.3/13.4)",""
"16","Gravitation","Class 11","force_on_point_mass_due_to_rod_integration","atomic","Yes","","","`F = GMm/(a(l+a))`; cannot assume rod as point at centre","[newton_law_of_gravitation, integration_basics]","—","`F = GMm/(a(l+a))`; cannot assume rod as point at centre",""
"16","Gravitation","Class 11","force_on_ring_due_to_sphere_axial","atomic","Yes","","","DCM2 Example 13.6: `F = √3·GMm/(8a²)` for ring at √3·a from sphere centre","[newton_law_of_gravitation, gravitational_field_ring_axial, integration_basics]","—","DCM2 Example 13.6: `F = √3·GMm/(8a²)` for ring at √3·a from sphere centre",""
"17","Simple Harmonic Motion","Class 11","shm_definition_force_minus_kx","atomic","Yes","","","The defining condition F = −kx, with examples (spring-block, projection of UCM). Core of the topic.","newton_second_law_direction [T11], hooke_law_spring [T16], vector_resolution [T5]","shm_acceleration_equals_minus_omega_squared_x, shm_velocity_equals_omega_root_A2_minus_x2, shm_displacement_xt_sinusoidal, shm_as_projection_of_uniform_circular_motion, total_mechanical_energy_in_shm_constant, spring_combinations_in_shm, block_collides_with_spring_amplitude_from_kinetic_energy, simple_pendulum_period_formula, angular_shm_equation_gamma_minus_k_theta","The defining condition F = −kx, with examples (spring-block, projection of UCM). Core of the topic.",""
"17","Simple Harmonic Motion","Class 11","periodic_motion_umbrella","nano","Yes","","","Definition: motion repeating at fixed T. Non-SHM examples (rolling ball, parabolic bounce). Per S-G1 — not its own atomic.","distance_displacement_basics [T6]","shm_definition_force_minus_kx","Definition: motion repeating at fixed T. Non-SHM examples (rolling ball, parabolic bounce). Per S-G1 — not its own atomic.",""
"17","Simple Harmonic Motion","Class 11","restoring_force_sign_convention","nano","Yes","","","The minus sign means F is always toward mean position. Visual: arrow flips when block crosses x=0.","sign_convention [T6]","shm_definition_force_minus_kx, angular_shm_equation_gamma_minus_k_theta","The minus sign means F is always toward mean position. Visual: arrow flips when block crosses x=0.",""
"17","Simple Harmonic Motion","Class 11","spring_constant_k_physical_meaning","nano","Yes","","","k = F/x = stiffness. Units N/m. k=mω².","hooke_law_spring [T16]","shm_definition_force_minus_kx, spring_combinations_in_shm, block_collides_with_spring_amplitude_from_kinetic_energy","k = F/x = stiffness. Units N/m. k=mω².",""
"17","Simple Harmonic Motion","Class 11","shm_acceleration_equals_minus_omega_squared_x","atomic","Yes","","","a = −ω²x. From a = F/m + F = −kx, ω² = k/m. Maximum at extremes, zero at mean.","shm_definition_force_minus_kx, newton_second_law_atomic [T11]","shm_velocity_equals_omega_root_A2_minus_x2, shm_as_projection_of_uniform_circular_motion, total_mechanical_energy_in_shm_constant","a = −ω²x. From a = F/m + F = −kx, ω² = k/m. Maximum at extremes, zero at mean.",""
"17","Simple Harmonic Motion","Class 11","omega_definition_angular_frequency","nano","Yes","","","ω = √(k/m), units rad/s, ω = 2π/T = 2πf. Distinct from linear ω of UCM but same units (per HCV1 12.4 (c)).","shm_definition_force_minus_kx","shm_acceleration_equals_minus_omega_squared_x, shm_velocity_equals_omega_root_A2_minus_x2","ω = √(k/m), units rad/s, ω = 2π/T = 2πf. Distinct from linear ω of UCM but same units (per HCV1 12.4 (c)).",""
"17","Simple Harmonic Motion","Class 11","a_x_graph_straight_line_negative_slope","nano","Yes","","","a−x is a line through origin, slope −ω². DCM2 14.2 (Fig 14.5) canonical figure.","shm_acceleration_equals_minus_omega_squared_x","exam_pattern_problems","a−x is a line through origin, slope −ω². DCM2 14.2 (Fig 14.5) canonical figure.",""
"17","Simple Harmonic Motion","Class 11","shm_velocity_equals_omega_root_A2_minus_x2","atomic","Yes","","","v(x) = ±ω√(A²−x²). At extremes v=0, at mean v=±ωA. The v−x ellipse.","shm_acceleration_equals_minus_omega_squared_x","shm_displacement_xt_sinusoidal, total_mechanical_energy_in_shm_constant","v(x) = ±ω√(A²−x²). At extremes v=0, at mean v=±ωA. The v−x ellipse.",""
"17","Simple Harmonic Motion","Class 11","vmax_at_mean_position","nano","Yes","","","v_max = ωA, occurs at x=0. Critical for energy bookkeeping.","shm_velocity_equals_omega_root_A2_minus_x2","shm_velocity_equals_omega_root_A2_minus_x2, total_mechanical_energy_in_shm_constant","v_max = ωA, occurs at x=0. Critical for energy bookkeeping.",""
"17","Simple Harmonic Motion","Class 11","vx_ellipse_geometry","nano","Yes","","","(v/ωA)² + (x/A)² = 1, an ellipse in v−x plane. DCM2 Fig 14.7.","shm_velocity_equals_omega_root_A2_minus_x2","—","(v/ωA)² + (x/A)² = 1, an ellipse in v−x plane. DCM2 Fig 14.7.",""
"17","Simple Harmonic Motion","Class 11","shm_displacement_xt_sinusoidal","atomic","Yes","","","x(t) = A sin(ωt + φ) or A cos(ωt + φ). Solution of d²x/dt² = −ω²x. T = 2π/ω.","shm_definition_force_minus_kx, shm_acceleration_equals_minus_omega_squared_x","shm_initial_conditions_xt_form, g_determination_via_pendulum_in_lab","x(t) = A sin(ωt + φ) or A cos(ωt + φ). Solution of d²x/dt² = −ω²x. T = 2π/ω.",""
"17","Simple Harmonic Motion","Class 11","solution_of_differential_equation_general_form","nano","Yes","","","We don't solve d²x/dt² = −ω²x explicitly; we recognize sin/cos as general solution. NCERT 14.3 eq 14.4.","shm_displacement_xt_sinusoidal","shm_displacement_xt_sinusoidal, shm_initial_conditions_xt_form","We don't solve d²x/dt² = −ω²x explicitly; we recognize sin/cos as general solution. NCERT 14.3 eq 14.4.",""
"17","Simple Harmonic Motion","Class 11","phase_angle_meaning","nano","Yes","","","Argument (ωt+φ) is phase; φ is phase constant set by initial conditions. HCV1 §12.4(d).","shm_displacement_xt_sinusoidal","shm_initial_conditions_xt_form, superposition_two_shm_same_direction","Argument (ωt+φ) is phase; φ is phase constant set by initial conditions. HCV1 §12.4(d).",""
"17","Simple Harmonic Motion","Class 11","sin_vs_cos_form_equivalence","nano","Yes","","","A sin(ωt + π/2) = A cos(ωt). Choice depends on convenience. HCV1 §12.4(e).","shm_displacement_xt_sinusoidal","shm_initial_conditions_xt_form","A sin(ωt + π/2) = A cos(ωt). Choice depends on convenience. HCV1 §12.4(e).",""
"17","Simple Harmonic Motion","Class 11","shm_as_projection_of_uniform_circular_motion","atomic","Yes","","","Foot of perpendicular from P on x-axis executes SHM. x = A cos ωt, y = A sin ωt. NCERT §14.4, HCV1 §12.5. Cross-topic bridge T10→T17.","uniform_circular_motion [T10], shm_acceleration_equals_minus_omega_squared_x, shm_velocity_equals_omega_root_A2_minus_x2","shm_displacement_xt_sinusoidal, superposition_two_shm_same_direction","Foot of perpendicular from P on x-axis executes SHM. x = A cos ωt, y = A sin ωt. NCERT §14.4, HCV1 §12.5. Cross-topic bridge T10→T17.",""
